date,twitter_total_posts,positive_tweets,negative_tweets,neutral_tweets,tweet_sentiment,news_text_count,news_sentiment
2022-10-17,561,188,73,300,0.0783368698623465,50.0,0.09554329374329373
2022-10-18,542,186,70,286,0.0691072349729865,53.0,0.05329082605026001
2022-10-19,501,156,54,291,0.0729109754738497,59.0,0.02802088683444616
2022-10-20,466,158,70,239,0.05776089839259,47.0,0.06920063092935433
2022-10-21,513,171,61,281,0.0751029002989285,39.0,0.06943658193658193
2022-10-22,410,141,39,230,0.0823175129530748,19.0,0.03346230949849371
2022-10-23,445,160,64,221,0.0630115645968976,21.0,0.08909863945578232
2022-10-24,526,156,68,302,0.0531537630785194,56.0,0.011393333848690994
2022-10-25,672,214,79,379,0.0710327909222155,50.0,0.050271897546897544
2022-10-26,606,194,64,348,0.0741018953085784,52.0,0.06365589602196745
2022-10-27,537,189,58,290,0.0843451887907694,53.0,0.07494074164828882
2022-10-28,478,181,59,238,0.0817603220316908,46.0,0.057143562958780356
2022-10-29,416,133,49,234,0.0684965307781939,18.0,0.09007856341189674
2022-10-30,397,146,42,209,0.0872256734309631,14.0,0.08928571428571429
2022-10-31,662,249,58,356,0.100968017605039,43.0,0.06037878787878788
2022-11-01,547,177,63,307,0.0673993924318707,13.0,-0.04935897435897436
2022-11-02,533,178,60,295,0.0642987769827926,49.0,0.06918498026916393
2022-11-03,503,165,56,282,0.0711026892212427,54.0,0.06108278552722997
2022-11-04,600,185,79,336,0.0708683193095209,51.0,0.05522946552358317
2022-11-05,488,151,49,288,0.0652354668788363,55.0,0.05230880230880231
2022-11-06,395,114,49,233,0.0594904612090984,22.0,0.14388118194936375
2022-11-07,529,151,61,317,0.060278229255604,47.0,0.0700231033741672
2022-11-08,919,273,137,509,0.0444118864860548,47.0,0.08418611648398883
2022-11-09,1192,374,151,667,0.0550336347577553,12.0,0.1610585016835017
2022-11-10,920,269,141,511,0.0570560721442526,55.0,0.05185999606454152
2022-11-11,763,240,121,402,0.0579017670852235,53.0,0.031166565539880904
2022-11-12,648,221,98,329,0.0632305573933729,14.0,-0.005732924482924486
2022-11-13,635,245,112,280,0.0657889806176978,14.0,0.17153679653679652
2022-11-14,819,297,139,383,0.0590077581725824,52.0,0.05419334600584601
2022-11-15,750,287,103,361,0.074363900813254,51.0,0.04357492155111203
2022-11-16,681,225,116,340,0.0629270918978872,53.0,0.10502600125241635
2022-11-17,754,238,107,409,0.0621457321588523,56.0,0.05702795922661994
2022-11-18,570,198,75,297,0.078409380835446,44.0,0.05620860936201846
2022-11-19,517,168,76,273,0.0609070400863195,18.0,0.09155643738977072
2022-11-20,518,190,71,257,0.0725964886749325,17.0,0.03020541549953315
2022-11-21,823,289,104,430,0.0745580754808658,51.0,0.02555853115657037
2022-11-22,721,242,106,373,0.0678465788274117,59.0,0.03729903962954811
2022-11-23,655,252,78,325,0.0818161258279817,52.0,0.03704351204351204
2022-11-24,508,178,73,257,0.0782856118454168,51.0,0.07163605593752653
2022-11-25,500,175,61,264,0.0842003545123857,45.0,0.05333370744481856
2022-11-26,437,134,57,246,0.05547721657255,18.0,0.04358164983164983
2022-11-27,428,139,47,242,0.0672271495270911,18.0,0.04508230452674897
2022-11-28,527,184,70,273,0.0709544040536588,55.0,0.04041250163977436
2022-11-29,517,173,73,271,0.0738234114233095,55.0,0.06756242074423892
2022-11-30,769,259,87,423,0.0700829482475695,57.0,0.06779416976785398
2022-12-01,491,147,77,267,0.0607137133279117,24.0,0.12049005681818181
2022-12-02,440,157,51,232,0.0855383018496654,26.0,0.1314968018093018
2022-12-03,403,120,50,234,0.0671684907897054,15.0,0.11676406926406925
2022-12-04,412,153,45,214,0.0882354668580967,53.0,0.011474935790973525
2022-12-05,547,161,63,323,0.0576337529473978,67.0,0.07156624884236826
2022-12-06,508,206,58,244,0.0942911125641897,19.0,-0.016708437761069346
2022-12-07,519,191,63,266,0.0768993341294122,48.0,0.012093980479397142
2022-12-08,495,191,62,242,0.074810568322291,34.0,0.04839015151515152
2022-12-09,411,132,56,224,0.0688453861550228,52.0,0.06240894522144522
2022-12-10,382,141,48,193,0.0704145830644638,53.0,0.06984032826013958
2022-12-11,432,146,58,228,0.076346148513213,17.0,-0.0017825311942959027
2022-12-12,521,168,60,293,0.0609261423845756,46.0,0.01930186962795659
2022-12-13,599,197,91,311,0.0647419061172638,50.0,0.08203465367965368
2022-12-14,587,178,82,328,0.0581517490965756,44.0,0.061322696663605764
2022-12-15,481,157,70,254,0.0498050163987663,42.0,0.05246292860578575
2022-12-16,481,168,63,250,0.0632634664956093,49.0,0.02259352742333792
2022-12-17,358,121,49,188,0.0712802390244653,14.0,0.06372118291761149
2022-12-18,322,118,34,170,0.0992983546693271,13.0,0.057967032967032976
2022-12-19,466,158,52,256,0.0739317184372556,43.0,0.01937384643779992
2022-12-20,413,126,40,247,0.0619636555138111,48.0,0.03295754168670834
2022-12-21,467,139,52,276,0.0679975569041552,50.0,0.06548690476190476
2022-12-22,392,117,66,209,0.0533138026585092,43.0,0.03509509547300245
2022-12-23,440,132,49,259,0.0639749050574911,38.0,0.08286018075491759
2022-12-24,332,107,40,185,0.0711761195911069,15.0,0.08722222222222223
2022-12-25,362,115,41,206,0.080475759492926,16.0,-0.07004419191919192
2022-12-26,405,138,52,215,0.0682389266340655,33.0,0.06480078563411897
2022-12-27,473,161,70,243,0.0528105832705867,38.0,0.0480376129718235
2022-12-28,480,154,55,271,0.0722494997113527,41.0,0.04356676521310667
2022-12-29,420,126,45,249,0.0647263940245711,39.0,0.012593425093425092
2022-12-30,403,135,61,207,0.0617756867108825,40.0,0.03494687950937951
2022-12-31,312,128,31,153,0.1109148552225809,13.0,0.03770153457653458
2023-01-01,393,152,54,187,0.0777787252446921,6.0,0.006354617604617599
2023-01-02,508,165,71,272,0.0629225703270451,48.0,0.10877433186026936
2023-01-03,616,244,51,321,0.1332442617423086,54.0,0.06519774464218908
2023-01-04,432,143,36,253,0.0878007938952256,19.0,0.09254518872939926
2023-01-05,361,136,36,189,0.0848654534752427,,
2023-01-06,392,120,37,237,0.0604199304985842,,
2023-01-07,351,127,27,197,0.0863928300104849,,
2023-01-08,369,134,40,195,0.0753400984617109,,
2023-01-09,516,142,57,317,0.0639865464148376,,
2023-01-10,435,146,61,228,0.0757020731890805,,
2023-01-11,461,170,37,255,0.100393865762121,,
2023-01-12,818,235,81,502,0.0669302256119378,,
2023-01-13,700,202,98,400,0.0569954820845254,54.0,0.05926293356848912
2023-01-14,888,273,104,511,0.0615260430123711,24.0,0.03721801346801347
2023-01-15,515,165,61,289,0.0669002778595011,19.0,0.08449675324675324
2023-01-16,649,214,76,359,0.066274883246426,47.0,0.1560689148322127
2023-01-17,531,167,59,305,0.0587078414681768,47.0,0.033224622107600826
2023-01-18,584,183,78,323,0.0593768767139245,60.0,0.06434313371813372
2023-01-19,490,144,64,282,0.0585715517664497,62.0,0.0649407622693913
2023-01-20,693,219,83,392,0.0673776197424979,51.0,0.0810952310217016
2023-01-21,755,252,80,423,0.0791041083489463,15.0,0.11397979797979799
2023-01-22,452,166,61,225,0.0719053164539989,15.0,0.08835858585858586
2023-01-23,569,183,68,318,0.0672669990172579,54.0,0.0506733450020487
2023-01-24,535,185,63,287,0.0796399498072145,58.0,0.10786456519215139
2023-01-25,623,219,73,332,0.0757137415673502,54.0,0.024741762866762867
2023-01-26,524,172,61,291,0.0681795080802714,57.0,0.04628950321932778
2023-01-27,499,171,54,274,0.0781354912635688,53.0,0.02661695572072931
2023-01-28,374,143,38,193,0.1099876586079794,15.0,0.09526815776815777
2023-01-29,591,214,60,317,0.0895492492573401,13.0,0.1922040922040922
2023-01-30,568,185,65,318,0.0563202345341095,49.0,0.07370939717878493
2023-01-31,464,148,57,259,0.0657542170797154,58.0,0.1292613325371946
2023-02-01,519,164,49,306,0.0817486042520879,29.0,0.06944500422948699
2023-02-02,592,196,45,351,0.0792773808203495,57.0,0.06345381672073401
2023-02-03,447,159,56,232,0.0686356583942923,58.0,0.05730084092153058
2023-02-04,439,149,43,247,0.0669058281658651,14.0,0.09825396825396826
2023-02-05,412,146,42,224,0.0660074112948809,,
2023-02-06,362,140,56,166,0.0617770060581574,,
2023-02-07,464,212,51,201,0.1017297000174155,,
2023-02-08,392,164,50,178,0.0735044261707208,,
2023-02-09,587,259,85,243,0.0888360290767658,,
2023-02-10,421,184,70,167,0.0877158363777383,,
2023-02-11,393,177,49,167,0.0997117572234726,,
2023-02-12,327,119,65,143,0.0651376905247318,,
2023-02-13,386,173,53,160,0.104400968635413,53.0,0.0562014348335103
2023-02-14,395,172,48,175,0.1126769682177627,54.0,0.09817377088789125
2023-02-15,598,223,73,303,0.0833524058932721,59.0,0.1006146207841123
2023-02-16,664,242,76,346,0.0711728626944647,51.0,0.10490026818808332
2023-02-17,521,221,72,228,0.0902177988795351,48.0,0.08210950652356902
2023-02-18,379,165,47,167,0.1012480347909932,21.0,0.004342317735174878
2023-02-19,464,158,62,244,0.0696048948930818,20.0,0.05731500270562771
2023-02-20,518,203,57,258,0.0716215085099013,50.0,0.07115542328042328
2023-02-21,497,190,55,252,0.0698666382154214,61.0,0.06561318690417052
2023-02-22,476,165,40,271,0.0839899122482687,57.0,0.05910467456520088
2023-02-23,433,140,62,231,0.0547244257229402,53.0,0.028946813144926354
2023-02-24,399,152,50,197,0.080424008061696,48.0,0.09553300865800866
2023-02-25,382,129,44,210,0.0792623540515185,23.0,0.14773809523809525
2023-02-26,378,126,57,195,0.0613848949238452,18.0,0.03865600448933783
2023-02-27,500,176,73,251,0.0668121110209235,53.0,0.08578771769809505
2023-02-28,480,197,50,233,0.0950584156086326,61.0,0.015881506320030908
2023-03-01,472,147,58,267,0.0597288807223261,41.0,0.07946784922394678
