date,sentiment
2021-10-01,0.09748516611953957
2021-10-02,0.07015092253857134
2021-10-03,0.07642990979496941
2021-10-04,0.06825878228153251
2021-10-05,0.07872895518473871
2021-10-06,0.06729216309028942
2021-10-07,0.07741219024103971
2021-10-08,0.07973327205120298
2021-10-09,0.07685899123797407
2021-10-10,0.06639203669451124
2021-10-11,0.07514332481863639
2021-10-12,0.07740106662643687
2021-10-13,0.08499896483995467
2021-10-14,0.08029633248815224
2021-10-15,0.06423894400502095
2021-10-16,0.08455922119289297
2021-10-17,0.08772082945979555
2021-10-18,0.08209670294142055
2021-10-19,0.07866819963149771
2021-10-20,0.08253641532731108
2021-10-21,0.08668251138576373
2021-10-22,0.08072711955042552
2021-10-23,0.07583101415063744
2021-10-24,0.08226970068917502
2021-10-25,0.08513544881584617
2021-10-26,0.08311230941265196
2021-10-27,0.09231452933927434
2021-10-28,0.0879331765068282
2021-10-29,0.08931250108353747
2021-10-30,0.10236819844971984
2021-10-31,0.10350821478128891
2021-11-01,0.09859230416752143
2021-11-02,0.08758300547108684
2021-11-03,0.07513691857224411
2021-11-04,0.09839552852689101
2021-11-05,0.09029002953323852
2021-11-06,0.08249304986271667
2021-11-07,0.06968173968752511
2021-11-08,0.08244530964404265
2021-11-09,0.07476349306233394
2021-11-10,0.07408200831135847
2021-11-11,0.08853575538065644
2021-11-12,0.07231327068169098
2021-11-13,0.0767239538193539
2021-11-14,0.08447880931654267
2021-11-15,0.08884883045030151
2021-11-16,0.07548841345751664
2021-11-17,0.08085617913987991
2021-11-18,0.07837836662137806
2021-11-19,0.07403230368090426
2021-11-20,0.07949749036130978
2021-11-21,0.0678586389777408
2021-11-22,0.07613751244358785
2021-11-23,0.08589480889821689
2021-11-24,0.07766413788155634
2021-11-25,0.0980698632916241
2021-11-26,0.07139151637268873
2021-11-27,0.07447203227826661
2021-11-28,0.06502709257636867
2021-11-29,0.09470039787889722
2021-11-30,0.07245342480967043
2021-12-01,0.08493977027281954
2021-12-02,0.07184269526724288
2021-12-03,0.07309318516258098
2021-12-04,0.04618539082402269
2021-12-05,0.05816853562848394
2021-12-06,0.08192729748773053
2021-12-07,0.07566989659314347
2021-12-08,0.0776311942035804
2021-12-09,0.07374778930376578
2021-12-10,0.06981270301661924
2021-12-11,0.07450873227410806
2021-12-12,0.07147318191158453
2021-12-13,0.06014731650704042
2021-12-14,0.06394727157071727
2021-12-15,0.06829640673764274
2021-12-16,0.07908098706648233
2021-12-17,0.06428532359864572
2021-12-18,0.06743144661041275
2021-12-19,0.06688996491577337
2021-12-20,0.06602762731126019
2021-12-21,0.08208595847196261
2021-12-22,0.07503877928760345
2021-12-23,0.0761291058019595
2021-12-24,0.08560231803026266
2021-12-25,0.08132611655840076
2021-12-26,0.0696420285265197
2021-12-27,0.06476707247296193
2021-12-28,0.07325301354455765
2021-12-29,0.066563746481775
2021-12-30,0.08062960715750496
2021-12-31,0.08777599034523628
2022-01-01,0.08831997005249018
2022-01-02,0.0831381968608138
2022-01-03,0.12673428127865446
2022-01-04,0.09375057779893253
2022-01-05,0.06170604956055953
2022-01-06,0.061392138891945516
2022-01-07,0.06193293490423738
2022-01-08,0.06043699329174779
2022-01-09,0.06132338160025103
2022-01-10,0.06334557749037771
2022-01-11,0.07400786399590276
2022-01-12,0.07961505421339857
2022-01-13,0.06108402598739342
2022-01-14,0.0820677105303244
2022-01-15,0.08203091248202855
2022-01-16,0.0780985433872529
2022-01-17,0.05847865512343254
2022-01-18,0.06428952587929976
2022-01-19,0.0622128969791365
2022-01-20,0.06338514431515535
2022-01-21,0.058864015777541565
2022-01-22,0.04548966038439134
2022-01-23,0.05485520443820042
2022-01-24,0.056444749195202704
2022-01-25,0.06477968571237819
2022-01-26,0.07450483896971027
2022-01-27,0.06418693428666336
2022-01-28,0.08131935464353914
2022-01-29,0.07010304117765734
2022-01-30,0.07350729252859935
2022-01-31,0.06334006002574503
2022-02-01,0.07825171817815006
2022-02-02,0.06598873536447485
2022-02-03,0.08102603386208868
2022-02-04,0.05721864431301365
2022-02-05,0.0731208821057989
2022-02-06,0.08333768184606526
2022-02-07,0.0657336418371764
2022-02-08,0.06325774453418331
2022-02-09,0.07481250519807173
2022-02-10,0.06844413346761935
2022-02-11,0.069800047993301
2022-02-12,0.08089767443570574
2022-02-13,0.06745265304127737
2022-02-14,0.07839543133123282
2022-02-15,0.07269190429333432
2022-02-16,0.07128454548234163
2022-02-17,0.054743808117303464
2022-02-18,0.06690506659648793
2022-02-19,0.07331938927192908
2022-02-20,0.06546021468605073
2022-02-21,0.0669551488343898
2022-02-22,0.07080245415233304
2022-02-23,0.06984343758073225
2022-02-24,0.07081918348077307
2022-02-25,0.05606178488523895
2022-02-26,0.05425737519452937
2022-02-27,0.05278583824888597
2022-02-28,0.061729004216796717
2022-03-01,0.06412820806415082
2022-03-02,0.06573385975766151
2022-03-03,0.06135556388235051
2022-03-04,0.054347821058697246
2022-03-05,0.08149600936469353
2022-03-06,0.07183922446101286
2022-03-07,0.05129499314744541
2022-03-08,0.07003898538528024
2022-03-09,0.06758774129229465
2022-03-10,0.06218136615142098
2022-03-11,0.06845659472204615
2022-03-12,0.07644817528197945
2022-03-13,0.05965326488856042
2022-03-14,0.08042907724315947
2022-03-15,0.06787970193248849
2022-03-16,0.05908797131690179
2022-03-17,0.08119522238975964
2022-03-18,0.08109153686628803
2022-03-19,0.08212767543874033
2022-03-20,0.06685686045843527
2022-03-21,0.07408093467145861
2022-03-22,0.077067732104368
2022-03-23,0.07415700083582982
2022-03-24,0.06065755978322378
2022-03-25,0.07125859661590668
2022-03-26,0.06420950711792554
2022-03-27,0.0652889298663101
2022-03-28,0.06460938803755331
2022-03-29,0.07254912928254882
2022-03-30,0.07881738051980902
2022-03-31,0.07509480656260979
2022-04-01,0.07516196296460985
2022-04-02,0.07011785521245971
2022-04-03,0.07303442513368984
2022-04-04,0.08050644413748188
2022-04-05,0.0847189972080622
2022-04-06,0.07963119684212809
2022-04-07,0.08504579374123211
2022-04-08,0.09129206155796885
2022-04-09,0.09052218676069712
2022-04-10,0.0805420031453837
2022-04-11,0.07170337160611698
2022-04-12,0.07368599581406046
2022-04-13,0.075727783382044
2022-04-14,0.07954806885256006
2022-04-15,0.07879761433993929
2022-04-16,0.06412489135393386
2022-04-17,0.08133647353948917
2022-04-18,0.07004533233508815
2022-04-19,0.07956825830685245
2022-04-20,0.07300228915398924
2022-04-21,0.06708157459880146
2022-04-22,0.06512453104445959
2022-04-23,0.08093107757367438
2022-04-24,0.07343475489402998
2022-04-25,0.06517683140378994
2022-04-26,0.07522188859841719
2022-04-27,0.07552476329743539
2022-04-28,0.07562834563795626
2022-04-29,0.07355899349242044
2022-04-30,0.05999001111779593
2022-05-01,0.0549038770998994
2022-05-02,0.0788235619692273
2022-05-03,0.0860117218607734
2022-05-04,0.0768018089383204
2022-05-05,0.06283814447218912
2022-05-06,0.061792266580790955
2022-05-07,0.07340567812742807
2022-05-08,0.0664830556546513
2022-05-09,0.0507850691217584
2022-05-10,0.06315946048820001
2022-05-11,0.054212584276516824
2022-05-12,0.06301410189502595
2022-05-13,0.07111994126072069
2022-05-14,0.06061133139645471
2022-05-15,0.06536723002186473
2022-05-16,0.0636928416392565
2022-05-17,0.06973687926506345
